epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,713.208,1.1808,0.77803,1.34491,0.61668,0.63559,0.63869,0.4252,1.54663,1.18443,1.4708,0.00010808,0.00010808,0.00010808
180,717.416,1.14118,0.76689,1.32679,0.62796,0.63433,0.63585,0.42682,1.53428,1.16053,1.47717,0.000103581,0.000103581,0.000103581
181,721.294,1.1349,0.78313,1.30044,0.66118,0.60674,0.62867,0.4238,1.54057,1.15487,1.49642,9.9081e-05,9.9081e-05,9.9081e-05
182,725.22,1.08633,0.73313,1.2933,0.60203,0.6198,0.61096,0.40371,1.50785,1.13693,1.49691,9.45814e-05,9.45814e-05,9.45814e-05
183,729.074,1.08458,0.72159,1.27122,0.65952,0.61401,0.61362,0.40428,1.54828,1.10492,1.50618,9.00819e-05,9.00819e-05,9.00819e-05
184,732.977,1.13449,0.74506,1.30916,0.59615,0.61813,0.61221,0.40847,1.51847,1.13378,1.45795,8.55823e-05,8.55823e-05,8.55823e-05
185,736.883,1.12807,0.71674,1.2935,0.59273,0.61932,0.62097,0.4114,1.52975,1.09402,1.48585,8.10828e-05,8.10828e-05,8.10828e-05
186,740.833,1.10768,0.73457,1.30046,0.58431,0.63996,0.61349,0.41412,1.52331,1.09207,1.46887,7.65832e-05,7.65832e-05,7.65832e-05
187,744.712,1.08709,0.69406,1.2667,0.58191,0.63611,0.61846,0.42073,1.5251,1.08921,1.47123,7.20837e-05,7.20837e-05,7.20837e-05
188,748.918,1.07984,0.72683,1.25548,0.59051,0.65092,0.6304,0.41883,1.48886,1.07713,1.4455,6.75841e-05,6.75841e-05,6.75841e-05
189,752.909,1.08593,0.71486,1.2789,0.6744,0.60556,0.647,0.43843,1.48861,1.07258,1.45146,6.30846e-05,6.30846e-05,6.30846e-05
190,756.868,1.12587,0.72503,1.30358,0.7321,0.5918,0.64177,0.43937,1.51684,1.07306,1.47192,5.85851e-05,5.85851e-05,5.85851e-05
191,774.777,0.96505,0.54712,1.20874,0.719,0.59791,0.64717,0.43756,1.52759,1.1007,1.47622,5.40855e-05,5.40855e-05,5.40855e-05
192,778.848,0.91694,0.5221,1.18667,0.66659,0.63919,0.65611,0.44197,1.49312,1.11899,1.45156,4.9586e-05,4.9586e-05,4.9586e-05
193,782.753,0.94802,0.51534,1.1811,0.61466,0.64832,0.64672,0.43313,1.4897,1.13243,1.45389,4.50864e-05,4.50864e-05,4.50864e-05
194,786.697,0.91858,0.48393,1.16336,0.76295,0.57209,0.64576,0.43116,1.50495,1.12424,1.46564,4.05869e-05,4.05869e-05,4.05869e-05
195,790.583,0.9222,0.48899,1.17617,0.72213,0.5965,0.63979,0.42806,1.50766,1.13267,1.4573,3.60873e-05,3.60873e-05,3.60873e-05
196,794.671,0.92216,0.47205,1.15819,0.76222,0.56934,0.63579,0.42325,1.47851,1.13409,1.43761,3.15878e-05,3.15878e-05,3.15878e-05
197,798.449,0.90457,0.47481,1.16086,0.70004,0.58994,0.63613,0.42318,1.47461,1.12643,1.43778,2.70882e-05,2.70882e-05,2.70882e-05
198,802.394,0.95411,0.5456,1.1854,0.624,0.61627,0.6392,0.42469,1.47479,1.10589,1.44017,2.25887e-05,2.25887e-05,2.25887e-05
199,806.321,0.91929,0.46635,1.16247,0.63619,0.61512,0.64047,0.42442,1.48506,1.10819,1.44542,1.80891e-05,1.80891e-05,1.80891e-05
200,810.281,0.89928,0.48993,1.14867,0.65285,0.62487,0.64584,0.41884,1.48816,1.119,1.45529,1.35896e-05,1.35896e-05,1.35896e-05
