epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
74,300.128,0.9733,0.64631,1.14779,0.65996,0.46102,0.60281,0.39284,1.35333,1.22112,1.34359,0.000252066,0.000252066,0.000252066
75,304.152,0.96716,0.6299,1.13986,0.56738,0.61638,0.61657,0.39403,1.4489,1.13487,1.40125,0.000243067,0.000243067,0.000243067
76,308.198,0.96261,0.61463,1.14255,0.55819,0.61244,0.61365,0.39938,1.40882,1.11803,1.38233,0.000234068,0.000234068,0.000234068
77,312.163,0.94264,0.61601,1.12844,0.59074,0.54991,0.61372,0.42331,1.40123,1.23574,1.38858,0.000225068,0.000225068,0.000225068
78,316.261,0.93464,0.59996,1.11858,0.58909,0.57979,0.62245,0.41199,1.43306,1.21622,1.36268,0.000216069,0.000216069,0.000216069
79,320.412,0.97553,0.61579,1.13924,0.60017,0.59103,0.64383,0.43492,1.41665,1.28889,1.35925,0.00020707,0.00020707,0.00020707
80,324.454,0.95386,0.61692,1.11709,0.61312,0.55828,0.63429,0.40442,1.35715,1.17943,1.31407,0.000198071,0.000198071,0.000198071
81,328.455,0.94581,0.62014,1.13667,0.58984,0.60097,0.6017,0.37276,1.4433,1.27965,1.35658,0.000189072,0.000189072,0.000189072
82,332.393,0.95522,0.63156,1.13194,0.62188,0.53177,0.59659,0.37923,1.43655,1.21876,1.37911,0.000180073,0.000180073,0.000180073
83,336.319,0.92081,0.58908,1.12735,0.60015,0.55067,0.59074,0.38882,1.42025,1.22998,1.37616,0.000171074,0.000171074,0.000171074
84,340.242,0.9218,0.59649,1.11248,0.64792,0.46668,0.56399,0.37518,1.37564,1.24265,1.35754,0.000162075,0.000162075,0.000162075
85,344.212,0.92199,0.5938,1.10357,0.61594,0.47683,0.56638,0.37901,1.31051,1.19645,1.31074,0.000153076,0.000153076,0.000153076
86,348.243,0.91327,0.59138,1.10235,0.51907,0.58076,0.57707,0.3724,1.3591,1.18316,1.35101,0.000144077,0.000144077,0.000144077
87,352.356,0.91329,0.57595,1.12076,0.61425,0.55531,0.59306,0.37597,1.42034,1.15389,1.4098,0.000135077,0.000135077,0.000135077
88,356.3,0.93889,0.61383,1.11712,0.63543,0.53975,0.60388,0.38827,1.40897,1.15973,1.40717,0.000126078,0.000126078,0.000126078
89,360.323,0.92091,0.59219,1.12866,0.62969,0.59485,0.61264,0.40271,1.36371,1.13935,1.38133,0.000117079,0.000117079,0.000117079
90,364.41,0.9285,0.6058,1.12166,0.64573,0.59429,0.61447,0.40006,1.38131,1.1454,1.36298,0.00010808,0.00010808,0.00010808
91,382.391,0.77408,0.44177,1.01106,0.63314,0.59624,0.61367,0.39,1.39305,1.10294,1.39274,9.9081e-05,9.9081e-05,9.9081e-05
92,386.326,0.753,0.43299,1.01329,0.64677,0.56498,0.6122,0.39438,1.40653,1.12734,1.43303,9.00819e-05,9.00819e-05,9.00819e-05
93,390.193,0.73219,0.41764,0.99389,0.65968,0.57736,0.62174,0.39637,1.40151,1.12655,1.40595,8.10828e-05,8.10828e-05,8.10828e-05
94,394.126,0.71314,0.41212,1.00384,0.65533,0.61662,0.63298,0.40146,1.41921,1.17141,1.41156,7.20837e-05,7.20837e-05,7.20837e-05
95,398.222,0.71206,0.40188,1.00217,0.64519,0.56779,0.60429,0.39141,1.38017,1.08925,1.40233,6.30846e-05,6.30846e-05,6.30846e-05
96,402.185,0.69105,0.38881,0.98808,0.69074,0.5663,0.61706,0.39452,1.39951,1.11234,1.42048,5.40855e-05,5.40855e-05,5.40855e-05
97,405.995,0.69617,0.3846,0.97774,0.6548,0.55775,0.6048,0.38925,1.40879,1.15537,1.4281,4.50864e-05,4.50864e-05,4.50864e-05
98,409.912,0.70398,0.40344,0.98947,0.64645,0.55893,0.60243,0.39443,1.3953,1.17007,1.42672,3.60873e-05,3.60873e-05,3.60873e-05
99,413.807,0.68388,0.39276,0.99911,0.64643,0.55513,0.59865,0.39248,1.37862,1.17303,1.42036,2.70882e-05,2.70882e-05,2.70882e-05
100,417.793,0.67289,0.38079,0.9754,0.63346,0.64256,0.61999,0.39938,1.36933,1.16355,1.41616,1.80891e-05,1.80891e-05,1.80891e-05
