epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,108.865,1.05623,0.67114,1.05317,0.88353,0.90469,0.95822,0.65974,1.09824,0.67318,0.97518,0.000552612,0.000552612,0.000552612
19,114.719,1.04089,0.63884,1.0344,0.92564,0.89468,0.96904,0.64862,1.16884,0.64808,0.99552,0.000536119,0.000536119,0.000536119
20,120.711,1.07042,0.64971,1.04306,0.90981,0.89035,0.95584,0.63883,1.16793,0.6686,0.99911,0.000519625,0.000519625,0.000519625
21,126.554,1.01031,0.6376,1.04917,0.93355,0.83376,0.95155,0.64989,1.12004,0.68119,0.97373,0.000503132,0.000503132,0.000503132
22,132.508,1.00367,0.62432,1.02975,0.90734,0.89996,0.94856,0.65919,1.09328,0.68038,0.9587,0.000486639,0.000486639,0.000486639
23,138.544,1.00535,0.63133,1.03192,0.93185,0.87091,0.94919,0.66401,1.08307,0.66748,0.95787,0.000470145,0.000470145,0.000470145
24,144.864,1.00283,0.60579,1.02964,0.90475,0.8881,0.96422,0.65101,1.17743,0.66177,0.99355,0.000453652,0.000453652,0.000453652
25,150.872,1.00702,0.59204,1.0162,0.91481,0.92613,0.96619,0.67177,1.09308,0.63628,0.96908,0.000437158,0.000437158,0.000437158
26,156.854,1.00001,0.5923,1.02957,0.92682,0.89218,0.9637,0.68448,1.06879,0.63582,0.95868,0.000420665,0.000420665,0.000420665
27,162.651,0.98563,0.58039,1.0179,0.93834,0.89257,0.96377,0.67958,1.0938,0.62613,0.97796,0.000404172,0.000404172,0.000404172
28,168.467,0.9521,0.57107,1.028,0.93615,0.88255,0.96144,0.68155,1.0589,0.63533,0.95122,0.000387678,0.000387678,0.000387678
29,174.44,1.00658,0.58385,1.01342,0.94792,0.91001,0.96493,0.68083,1.06186,0.61011,0.95817,0.000371185,0.000371185,0.000371185
30,180.321,0.98582,0.56733,0.99958,0.9392,0.90365,0.97214,0.69457,1.04265,0.59476,0.95094,0.000354691,0.000354691,0.000354691
31,186.395,0.97385,0.58776,1.01573,0.94253,0.90304,0.96931,0.69167,1.04132,0.59159,0.94692,0.000338198,0.000338198,0.000338198
32,192.306,0.94602,0.53848,0.99988,0.94271,0.91678,0.96682,0.6924,1.0279,0.61212,0.95001,0.000321705,0.000321705,0.000321705
33,198.303,0.97831,0.56689,1.01355,0.96058,0.9259,0.9629,0.67745,1.08665,0.59229,0.96584,0.000305211,0.000305211,0.000305211
34,204.301,0.94235,0.5523,0.99505,0.93644,0.86519,0.93631,0.6658,1.06136,0.63765,0.95349,0.000288718,0.000288718,0.000288718
35,210.044,0.92366,0.55805,0.99257,0.90803,0.89467,0.95041,0.67916,1.01631,0.61621,0.94365,0.000272224,0.000272224,0.000272224
36,215.913,0.91513,0.53269,0.9928,0.93051,0.90722,0.96693,0.69349,1.05052,0.58485,0.94965,0.000255731,0.000255731,0.000255731
37,221.813,0.94786,0.53931,1.00411,0.9219,0.90244,0.96264,0.66136,1.15765,0.61709,0.98174,0.000239238,0.000239238,0.000239238
38,228.11,0.91828,0.51776,0.9795,0.9238,0.93504,0.9621,0.69094,1.04717,0.58744,0.95343,0.000222744,0.000222744,0.000222744
39,234.308,0.92431,0.53373,0.9872,0.94351,0.94118,0.97608,0.70293,1.03921,0.56439,0.9486,0.000206251,0.000206251,0.000206251
40,240.429,0.94716,0.55028,1.00595,0.94484,0.93316,0.98075,0.72157,0.97822,0.56489,0.93545,0.000189757,0.000189757,0.000189757
41,263.552,0.83716,0.43015,0.9651,0.92346,0.95026,0.97215,0.70445,0.99636,0.58518,0.94558,0.000173264,0.000173264,0.000173264
42,269.397,0.83227,0.41235,0.94953,0.9373,0.93321,0.96758,0.69155,1.03121,0.59499,0.95083,0.000156771,0.000156771,0.000156771
43,275.605,0.84117,0.40779,0.94734,0.94405,0.93653,0.96948,0.69019,1.04557,0.58566,0.95,0.000140277,0.000140277,0.000140277
44,281.449,0.83174,0.42059,0.94523,0.94875,0.92568,0.97287,0.70384,1.03526,0.57305,0.94299,0.000123784,0.000123784,0.000123784
45,287.329,0.84101,0.40483,0.93939,0.94115,0.91647,0.97216,0.71765,0.97105,0.58035,0.92786,0.00010729,0.00010729,0.00010729
46,293.319,0.83693,0.40454,0.94643,0.93614,0.92576,0.9758,0.71388,1.01924,0.57599,0.9378,9.0797e-05,9.0797e-05,9.0797e-05
47,299.292,0.80703,0.38838,0.93734,0.93078,0.91808,0.9732,0.70754,1.01747,0.5857,0.93446,7.43036e-05,7.43036e-05,7.43036e-05
48,305.206,0.80456,0.39218,0.94657,0.92499,0.91538,0.97082,0.71689,0.99362,0.58399,0.93174,5.78102e-05,5.78102e-05,5.78102e-05
49,311.19,0.82187,0.38958,0.94399,0.93425,0.91289,0.97245,0.71916,0.99179,0.57258,0.93066,4.13168e-05,4.13168e-05,4.13168e-05
50,317.098,0.79047,0.38679,0.93422,0.93442,0.90942,0.97158,0.71857,0.99267,0.57484,0.93142,2.48234e-05,2.48234e-05,2.48234e-05
